ID;requestNo;title;department;status;requestDate;quantity;unitPrice;remark;createdAt;modifiedAt
aaaaaaaa-0000-4000-8000-000000000037;PR-2026-0037;Safety Gloves #037;Manufacturing;REJECTED;2026-10-02;20;132000.00;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000038;PR-2026-0038;Forklift Battery #038;Logistics;APPROVED;2026-10-05;10;132000.00;Forklift Battery for Logistics team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000039;PR-2026-0039;Training Textbook #039;HR;SUBMITTED;2026-10-08;2;24500.00;Training Textbook for HR team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000040;PR-2026-0040;Demo Sample Kit #040;Sales;SUBMITTED;2026-10-11;3;1500.00;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
aaaaaaaa-0000-4000-8000-000000000041;PR-2026-0041;Notebook PC #041;IT;REJECTED;2026-10-14;20;75000.00;Notebook PC for IT team;2026-01-01T00:00:01Z;2026-01-01T00:00:01Z
aaaaaaaa-0000-4000-8000-000000000042;PR-2026-0042;Office Chair #042;HR;APPROVED;2026-10-17;50;8900.00;Office Chair for HR team;2026-01-01T00:00:02Z;2026-01-01T00:00:02Z
aaaaaaaa-0000-4000-8000-000000000043;PR-2026-0043;Steel Plate #043;Manufacturing;SUBMITTED;2026-10-20;3;24500.00;Steel Plate for Manufacturing team;2026-01-01T00:00:03Z;2026-01-01T00:00:03Z
aaaaaaaa-0000-4000-8000-000000000044;PR-2026-0044;Packing Tape #044;Logistics;DRAFT;2026-10-23;8;132000.00;Packing Tape for Logistics team;2026-01-01T00:00:04Z;2026-01-01T00:00:04Z
aaaaaaaa-0000-4000-8000-000000000045;PR-2026-0045;Business Card Print #045;Sales;SUBMITTED;2026-10-26;20;120.00;Business Card Print for Sales team;2026-01-01T00:00:05Z;2026-01-01T00:00:05Z
aaaaaaaa-0000-4000-8000-000000000046;PR-2026-0046;Monitor 27inch #046;IT;APPROVED;2026-10-29;100;8900.00;Monitor 27inch for IT team;2026-01-01T00:00:06Z;2026-01-01T00:00:06Z
aaaaaaaa-0000-4000-8000-000000000047;PR-2026-0047;Safety Gloves #047;Manufacturing;SUBMITTED;2026-11-01;8;3200.75;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000048;PR-2026-0048;Forklift Battery #048;Logistics;DRAFT;2026-11-04;50;980.50;Forklift Battery for Logistics team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000049;PR-2026-0049;Training Textbook #049;HR;REJECTED;2026-11-07;2;75000.00;Training Textbook for HR team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000050;PR-2026-0050;Demo Sample Kit #050;Sales;SUBMITTED;2026-11-10;3;132000.00;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
aaaaaaaa-0000-4000-8000-000000000051;PR-2026-0051;Notebook PC #051;IT;SUBMITTED;2026-11-13;50;132000.00;Notebook PC for IT team;2026-01-01T00:00:01Z;2026-01-01T00:00:01Z
aaaaaaaa-0000-4000-8000-000000000052;PR-2026-0052;Office Chair #052;HR;DRAFT;2026-11-16;2;120.00;Office Chair for HR team;2026-01-01T00:00:02Z;2026-01-01T00:00:02Z
aaaaaaaa-0000-4000-8000-000000000053;PR-2026-0053;Steel Plate #053;Manufacturing;REJECTED;2026-11-19;12;75000.00;Steel Plate for Manufacturing team;2026-01-01T00:00:03Z;2026-01-01T00:00:03Z
aaaaaaaa-0000-4000-8000-000000000054;PR-2026-0054;Packing Tape #054;Logistics;APPROVED;2026-11-22;1;132000.00;Packing Tape for Logistics team;2026-01-01T00:00:04Z;2026-01-01T00:00:04Z
aaaaaaaa-0000-4000-8000-000000000055;PR-2026-0055;Business Card Print #055;Sales;SUBMITTED;2026-11-25;1;3200.75;Business Card Print for Sales team;2026-01-01T00:00:05Z;2026-01-01T00:00:05Z
aaaaaaaa-0000-4000-8000-000000000056;PR-2026-0056;Monitor 27inch #056;IT;DRAFT;2026-11-28;3;980.50;Monitor 27inch for IT team;2026-01-01T00:00:06Z;2026-01-01T00:00:06Z
aaaaaaaa-0000-4000-8000-000000000057;PR-2026-0057;Safety Gloves #057;Manufacturing;REJECTED;2026-12-01;25;75000.00;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000058;PR-2026-0058;Forklift Battery #058;Logistics;APPROVED;2026-12-04;1;24500.00;Forklift Battery for Logistics team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000059;PR-2026-0059;Training Textbook #059;HR;SUBMITTED;2026-12-07;20;132000.00;Training Textbook for HR team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000060;PR-2026-0060;Demo Sample Kit #060;Sales;SUBMITTED;2026-06-13;100;8900.00;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
aaaaaaaa-0000-4000-8000-000000000061;PR-2026-0061;Notebook PC #061;IT;REJECTED;2026-06-16;100;980.50;Notebook PC for IT team;2026-01-01T00:00:01Z;2026-01-01T00:00:01Z
aaaaaaaa-0000-4000-8000-000000000062;PR-2026-0062;Office Chair #062;HR;APPROVED;2026-06-19;8;3200.75;Office Chair for HR team;2026-01-01T00:00:02Z;2026-01-01T00:00:02Z
aaaaaaaa-0000-4000-8000-000000000063;PR-2026-0063;Steel Plate #063;Manufacturing;SUBMITTED;2026-06-22;12;8900.00;Steel Plate for Manufacturing team;2026-01-01T00:00:03Z;2026-01-01T00:00:03Z
aaaaaaaa-0000-4000-8000-000000000064;PR-2026-0064;Packing Tape #064;Logistics;DRAFT;2026-06-25;10;132000.00;Packing Tape for Logistics team;2026-01-01T00:00:04Z;2026-01-01T00:00:04Z
aaaaaaaa-0000-4000-8000-000000000065;PR-2026-0065;Business Card Print #065;Sales;SUBMITTED;2026-06-28;12;120.00;Business Card Print for Sales team;2026-01-01T00:00:05Z;2026-01-01T00:00:05Z
aaaaaaaa-0000-4000-8000-000000000066;PR-2026-0066;Monitor 27inch #066;IT;APPROVED;2026-07-01;25;980.50;Monitor 27inch for IT team;2026-01-01T00:00:06Z;2026-01-01T00:00:06Z
aaaaaaaa-0000-4000-8000-000000000067;PR-2026-0067;Safety Gloves #067;Manufacturing;SUBMITTED;2026-07-04;2;3200.75;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000068;PR-2026-0068;Forklift Battery #068;HR;DRAFT;2026-07-07;50;3200.75;Forklift Battery for HR team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000069;PR-2026-0069;Training Textbook #069;HR;REJECTED;2026-07-10;12;8900.00;Training Textbook for HR team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000070;PR-2026-0070;Demo Sample Kit #070;Sales;SUBMITTED;2026-07-13;100;1500.00;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
aaaaaaaa-0000-4000-8000-000000000071;PR-2026-0071;Notebook PC #071;IT;SUBMITTED;2026-07-16;8;1500.00;Notebook PC for IT team;2026-01-01T00:00:01Z;2026-01-01T00:00:01Z
aaaaaaaa-0000-4000-8000-000000000072;PR-2026-0072;Office Chair #072;HR;DRAFT;2026-07-19;20;24500.00;Office Chair for HR team;2026-01-01T00:00:02Z;2026-01-01T00:00:02Z
aaaaaaaa-0000-4000-8000-000000000073;PR-2026-0073;Steel Plate #073;Manufacturing;REJECTED;2026-07-22;10;1500.00;Steel Plate for Manufacturing team;2026-01-01T00:00:03Z;2026-01-01T00:00:03Z
aaaaaaaa-0000-4000-8000-000000000074;PR-2026-0074;Packing Tape #074;Logistics;APPROVED;2026-07-25;10;75000.00;Packing Tape for Logistics team;2026-01-01T00:00:04Z;2026-01-01T00:00:04Z
aaaaaaaa-0000-4000-8000-000000000075;PR-2026-0075;Business Card Print #075;Sales;SUBMITTED;2026-07-28;12;8900.00;Business Card Print for Sales team;2026-01-01T00:00:05Z;2026-01-01T00:00:05Z
aaaaaaaa-0000-4000-8000-000000000076;PR-2026-0076;Monitor 27inch #076;IT;DRAFT;2026-07-31;50;1500.00;Monitor 27inch for IT team;2026-01-01T00:00:06Z;2026-01-01T00:00:06Z
aaaaaaaa-0000-4000-8000-000000000077;PR-2026-0077;Safety Gloves #077;Manufacturing;REJECTED;2026-08-03;1;980.50;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000078;PR-2026-0078;Forklift Battery #078;Logistics;APPROVED;2026-08-06;2;132000.00;Forklift Battery for Logistics team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000079;PR-2026-0079;Training Textbook #079;HR;SUBMITTED;2026-08-09;5;8900.00;Training Textbook for HR team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000080;PR-2026-0080;Demo Sample Kit #080;Sales;SUBMITTED;2026-08-12;10;24500.00;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
aaaaaaaa-0000-4000-8000-000000000081;PR-2026-0081;Notebook PC #081;IT;REJECTED;2026-08-15;3;980.50;Notebook PC for IT team;2026-01-01T00:00:01Z;2026-01-01T00:00:01Z
aaaaaaaa-0000-4000-8000-000000000082;PR-2026-0082;Office Chair #082;HR;APPROVED;2026-08-18;3;8900.00;Office Chair for HR team;2026-01-01T00:00:02Z;2026-01-01T00:00:02Z
aaaaaaaa-0000-4000-8000-000000000083;PR-2026-0083;Steel Plate #083;Manufacturing;SUBMITTED;2026-08-21;8;132000.00;Steel Plate for Manufacturing team;2026-01-01T00:00:03Z;2026-01-01T00:00:03Z
aaaaaaaa-0000-4000-8000-000000000084;PR-2026-0084;Packing Tape #084;Logistics;DRAFT;2026-08-24;2;8900.00;Packing Tape for Logistics team;2026-01-01T00:00:04Z;2026-01-01T00:00:04Z
aaaaaaaa-0000-4000-8000-000000000085;PR-2026-0085;Business Card Print #085;Sales;SUBMITTED;2026-08-27;25;75000.00;Business Card Print for Sales team;2026-01-01T00:00:05Z;2026-01-01T00:00:05Z
aaaaaaaa-0000-4000-8000-000000000086;PR-2026-0086;Monitor 27inch #086;IT;APPROVED;2026-08-30;50;132000.00;Monitor 27inch for IT team;2026-01-01T00:00:06Z;2026-01-01T00:00:06Z
aaaaaaaa-0000-4000-8000-000000000087;PR-2026-0087;Safety Gloves #087;Manufacturing;SUBMITTED;2026-09-02;100;980.50;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000088;PR-2026-0088;Forklift Battery #088;Logistics;DRAFT;2026-09-05;5;120.00;Forklift Battery for Logistics team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000089;PR-2026-0089;Training Textbook #089;HR;REJECTED;2026-09-08;3;3200.75;Training Textbook for HR team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000090;PR-2026-0090;Demo Sample Kit #090;Sales;SUBMITTED;2026-09-11;100;3200.75;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
aaaaaaaa-0000-4000-8000-000000000091;PR-2026-0091;Notebook PC #091;IT;SUBMITTED;2026-09-14;20;24500.00;Notebook PC for IT team;2026-01-01T00:00:01Z;2026-01-01T00:00:01Z
aaaaaaaa-0000-4000-8000-000000000092;PR-2026-0092;Office Chair #092;HR;DRAFT;2026-09-17;3;8900.00;Office Chair for HR team;2026-01-01T00:00:02Z;2026-01-01T00:00:02Z
aaaaaaaa-0000-4000-8000-000000000093;PR-2026-0093;Steel Plate #093;Manufacturing;REJECTED;2026-09-20;50;24500.00;Steel Plate for Manufacturing team;2026-01-01T00:00:03Z;2026-01-01T00:00:03Z
aaaaaaaa-0000-4000-8000-000000000094;PR-2026-0094;Packing Tape #094;Logistics;APPROVED;2026-09-23;20;1500.00;Packing Tape for Logistics team;2026-01-01T00:00:04Z;2026-01-01T00:00:04Z
aaaaaaaa-0000-4000-8000-000000000095;PR-2026-0095;Business Card Print #095;Sales;SUBMITTED;2026-09-26;10;75000.00;Business Card Print for Sales team;2026-01-01T00:00:05Z;2026-01-01T00:00:05Z
aaaaaaaa-0000-4000-8000-000000000096;PR-2026-0096;Monitor 27inch #096;IT;DRAFT;2026-09-29;25;120.00;Monitor 27inch for IT team;2026-01-01T00:00:06Z;2026-01-01T00:00:06Z
aaaaaaaa-0000-4000-8000-000000000097;PR-2026-0097;Safety Gloves #097;Manufacturing;REJECTED;2026-10-02;100;8900.00;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000098;PR-2026-0098;Forklift Battery #098;Logistics;APPROVED;2026-10-05;20;132000.00;Forklift Battery for Logistics team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000099;PR-2026-0099;Training Textbook #099;HR;SUBMITTED;2026-10-08;25;980.50;Training Textbook for HR team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000100;PR-2026-0100;Demo Sample Kit #100;Sales;SUBMITTED;2026-10-11;100;8900.00;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
aaaaaaaa-0000-4000-8000-000000000101;PR-2026-0101;Notebook PC #101;IT;REJECTED;2026-10-14;2;120.00;Notebook PC for IT team;2026-01-01T00:00:01Z;2026-01-01T00:00:01Z
aaaaaaaa-0000-4000-8000-000000000102;PR-2026-0102;Office Chair #102;Manufacturing;APPROVED;2026-10-17;10;120.00;Office Chair for Manufacturing team;2026-01-01T00:00:02Z;2026-01-01T00:00:02Z
aaaaaaaa-0000-4000-8000-000000000103;PR-2026-0103;Steel Plate #103;Manufacturing;SUBMITTED;2026-10-20;1;1500.00;Steel Plate for Manufacturing team;2026-01-01T00:00:03Z;2026-01-01T00:00:03Z
aaaaaaaa-0000-4000-8000-000000000104;PR-2026-0104;Packing Tape #104;Logistics;DRAFT;2026-10-23;100;980.50;Packing Tape for Logistics team;2026-01-01T00:00:04Z;2026-01-01T00:00:04Z
aaaaaaaa-0000-4000-8000-000000000105;PR-2026-0105;Business Card Print #105;Sales;SUBMITTED;2026-10-26;1;980.50;Business Card Print for Sales team;2026-01-01T00:00:05Z;2026-01-01T00:00:05Z
aaaaaaaa-0000-4000-8000-000000000106;PR-2026-0106;Monitor 27inch #106;IT;APPROVED;2026-10-29;8;132000.00;Monitor 27inch for IT team;2026-01-01T00:00:06Z;2026-01-01T00:00:06Z
aaaaaaaa-0000-4000-8000-000000000107;PR-2026-0107;Safety Gloves #107;Manufacturing;SUBMITTED;2026-11-01;8;132000.00;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000108;PR-2026-0108;Forklift Battery #108;Logistics;DRAFT;2026-11-04;20;8900.00;Forklift Battery for Logistics team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000109;PR-2026-0109;Training Textbook #109;HR;REJECTED;2026-11-07;10;980.50;Training Textbook for HR team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000110;PR-2026-0110;Demo Sample Kit #110;Sales;SUBMITTED;2026-11-10;2;980.50;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
aaaaaaaa-0000-4000-8000-000000000111;PR-2026-0111;Notebook PC #111;IT;SUBMITTED;2026-11-13;1;3200.75;Notebook PC for IT team;2026-01-01T00:00:01Z;2026-01-01T00:00:01Z
aaaaaaaa-0000-4000-8000-000000000112;PR-2026-0112;Office Chair #112;HR;DRAFT;2026-11-16;100;8900.00;Office Chair for HR team;2026-01-01T00:00:02Z;2026-01-01T00:00:02Z
aaaaaaaa-0000-4000-8000-000000000113;PR-2026-0113;Steel Plate #113;Manufacturing;REJECTED;2026-11-19;20;1500.00;Steel Plate for Manufacturing team;2026-01-01T00:00:03Z;2026-01-01T00:00:03Z
aaaaaaaa-0000-4000-8000-000000000114;PR-2026-0114;Packing Tape #114;Logistics;APPROVED;2026-11-22;100;980.50;Packing Tape for Logistics team;2026-01-01T00:00:04Z;2026-01-01T00:00:04Z
aaaaaaaa-0000-4000-8000-000000000115;PR-2026-0115;Business Card Print #115;Sales;SUBMITTED;2026-11-25;10;3200.75;Business Card Print for Sales team;2026-01-01T00:00:05Z;2026-01-01T00:00:05Z
aaaaaaaa-0000-4000-8000-000000000116;PR-2026-0116;Monitor 27inch #116;IT;DRAFT;2026-11-28;25;980.50;Monitor 27inch for IT team;2026-01-01T00:00:06Z;2026-01-01T00:00:06Z
aaaaaaaa-0000-4000-8000-000000000117;PR-2026-0117;Safety Gloves #117;Manufacturing;REJECTED;2026-12-01;50;132000.00;Safety Gloves for Manufacturing team;2026-01-01T00:00:07Z;2026-01-01T00:00:07Z
aaaaaaaa-0000-4000-8000-000000000118;PR-2026-0118;Forklift Battery #118;Logistics;APPROVED;2026-12-04;25;8900.00;Forklift Battery for Logistics team;2026-01-01T00:00:08Z;2026-01-01T00:00:08Z
aaaaaaaa-0000-4000-8000-000000000119;PR-2026-0119;Training Textbook #119;Logistics;SUBMITTED;2026-12-07;50;132000.00;Training Textbook for Logistics team;2026-01-01T00:00:09Z;2026-01-01T00:00:09Z
aaaaaaaa-0000-4000-8000-000000000120;PR-2026-0120;Demo Sample Kit #120;Sales;SUBMITTED;2026-06-13;50;24500.00;Demo Sample Kit for Sales team;2026-01-01T00:00:00Z;2026-01-01T00:00:00Z
